moisture,pH,EC,nitrogen,phosphorus,potassium,soilTemperature,airTemperature,airHumidity,soilHealth
91.92,8.64,0.62,34.09,4.65,14.79,13.93,21.88,95.42,Needs Attention
17.88,4.99,0.52,32.92,16.52,2.66,15.58,37.01,93.91,Needs Attention
44.54,6.36,1.59,47.98,37.5,44.35,27.82,24.87,61.19,Healthy
63.98,5.9,2.11,44.55,17.64,30.45,36.23,30.66,95.18,Moderate
55.78,6.69,1.48,65.55,40.44,54.71,25.26,33.75,58.13,Healthy
59.53,7.05,1.82,51.27,34.57,48.67,22.14,23.04,76.22,Healthy
96.58,8.83,0.55,31.2,8.45,30.71,34.13,36.55,27.92,Needs Attention
74.37,5.86,2.24,25.47,20.42,35.72,33.69,37.63,46.58,Moderate
9.23,8.29,2.74,17.57,12.46,6.76,37.17,38.54,29.14,Needs Attention
60.92,6.86,1.49,66.48,31.67,38.21,24.56,25.18,90.66,Healthy
92.12,8.54,2.78,23.85,7.29,15.36,18.26,34.18,22.53,Needs Attention
41.35,7.53,1.21,62.63,34.11,50.32,24.96,29.58,81.18,Healthy
58.47,6.92,1.69,45.13,39.03,51.61,23.89,28.33,77.71,Healthy
19.65,5.23,0.91,20.96,22.51,24.0,29.33,32.44,49.25,Moderate
48.59,6.71,1.54,59.11,52.46,42.11,24.74,29.11,60.81,Healthy
34.36,6.23,1.46,39.42,12.55,47.69,34.75,34.95,79.68,Moderate
78.99,8.04,2.57,31.64,34.64,33.12,33.27,32.85,49.26,Moderate
9.12,4.94,2.77,24.39,14.88,17.97,35.62,37.07,93.55,Needs Attention
30.78,7.87,2.2,34.52,15.7,33.14,32.65,33.58,44.02,Moderate
60.28,5.55,1.23,50.87,22.0,41.19,35.79,33.96,45.62,Moderate
54.31,6.93,1.86,78.36,38.13,58.73,24.71,25.1,74.44,Healthy
76.64,7.63,2.29,42.41,25.46,32.29,35.16,38.76,44.75,Moderate
84.14,5.13,0.55,31.35,13.99,13.5,15.04,36.93,96.36,Needs Attention
89.38,8.11,0.44,22.57,16.31,15.94,17.56,17.21,26.52,Needs Attention
43.91,6.58,1.18,42.7,49.46,55.56,24.73,24.38,71.33,Healthy
51.1,6.86,1.19,42.84,27.44,72.83,22.43,27.2,76.14,Healthy
89.82,4.8,2.88,19.42,13.11,11.99,16.05,19.61,94.57,Needs Attention
58.38,6.95,1.85,62.02,39.99,28.46,25.54,28.79,82.33,Healthy
14.87,4.8,0.44,20.66,12.28,11.01,30.56,34.16,37.07,Needs Attention
88.55,9.03,0.22,22.84,13.37,20.59,35.6,38.64,99.53,Needs Attention
67.71,5.8,0.49,34.55,21.61,22.81,31.45,35.09,35.12,Moderate
86.21,7.72,0.99,23.73,34.76,31.65,33.03,35.16,45.85,Moderate
79.68,5.07,0.56,22.14,9.25,23.58,14.15,38.53,93.31,Needs Attention
79.35,7.17,2.24,37.61,10.94,31.25,34.06,36.5,91.07,Moderate
43.98,6.92,1.5,61.93,45.64,50.29,24.08,31.45,63.5,Healthy
36.5,6.97,1.59,91.49,48.21,55.31,25.14,26.05,73.17,Healthy
30.84,5.57,1.97,30.9,39.95,34.06,33.5,34.0,93.51,Moderate
4.79,5.28,2.5,28.58,8.44,17.04,15.19,34.41,95.57,Needs Attention
52.3,5.41,0.3,31.88,32.18,36.71,31.16,29.14,97.72,Moderate
88.06,8.73,2.68,25.66,2.48,21.86,15.88,21.04,31.99,Needs Attention
8.01,7.96,0.49,13.03,19.19,21.31,32.95,33.39,95.1,Needs Attention
23.6,8.14,0.96,34.12,14.6,43.97,33.49,34.83,75.45,Moderate
28.55,6.0,1.85,39.53,18.39,29.6,33.37,36.15,72.45,Moderate
73.61,5.65,2.35,27.78,22.83,17.44,32.64,34.25,56.94,Moderate
29.92,5.71,1.07,28.95,29.16,17.8,33.37,32.39,44.91,Moderate
38.88,6.59,1.42,58.11,38.29,57.91,22.72,24.22,61.16,Healthy
71.82,7.65,2.24,28.7,27.83,31.31,34.1,31.56,48.51,Moderate
70.23,7.59,2.15,35.21,25.78,29.33,33.35,36.96,92.39,Moderate
63.66,9.35,1.11,38.72,16.07,38.96,29.25,30.97,94.83,Moderate
62.68,6.95,1.66,39.28,44.04,70.88,25.35,26.87,70.13,Healthy
41.75,6.32,1.14,68.22,43.19,66.74,23.2,23.33,86.01,Healthy
21.07,5.38,0.78,31.95,10.98,24.76,29.42,33.11,88.99,Moderate
3.97,4.93,0.53,18.12,9.16,24.48,18.27,23.13,93.28,Needs Attention
68.26,6.3,2.34,41.19,19.63,32.43,32.69,30.63,46.21,Moderate
40.81,7.17,1.44,48.65,48.99,36.55,23.11,25.28,91.3,Healthy
61.57,5.88,2.33,43.75,22.19,43.13,28.92,33.83,53.69,Moderate
82.96,5.09,2.91,22.1,18.39,7.13,19.42,17.35,29.18,Needs Attention
67.85,5.51,1.87,34.09,8.96,28.62,28.52,38.1,37.59,Moderate
9.6,8.92,0.49,19.76,16.78,17.06,38.73,16.86,27.5,Needs Attention
65.77,6.74,1.43,66.73,33.27,63.34,24.41,22.85,67.23,Healthy
57.29,6.68,1.59,50.99,44.3,46.93,25.65,28.14,72.62,Healthy
51.1,6.83,1.4,60.47,42.06,38.84,25.22,28.68,57.63,Healthy
42.94,6.56,1.94,52.67,53.77,47.85,23.7,27.23,70.42,Healthy
34.73,6.13,0.78,25.81,19.41,25.61,31.94,34.07,40.49,Moderate
36.43,7.65,2.04,28.78,16.52,46.25,32.59,34.49,32.03,Moderate
29.79,7.81,2.22,31.51,18.41,34.73,35.95,34.82,56.05,Moderate
42.87,6.66,1.39,42.38,49.47,50.17,24.07,28.12,57.96,Healthy
6.35,4.82,2.5,18.98,17.18,22.19,17.7,37.27,97.44,Needs Attention
84.34,4.93,2.9,16.24,4.96,13.73,36.66,20.84,22.6,Needs Attention
11.15,8.04,2.2,29.23,28.58,26.99,32.77,34.49,38.83,Moderate
88.29,5.66,2.51,21.83,10.94,16.53,15.35,36.83,97.67,Needs Attention
91.68,5.18,0.43,16.1,6.73,24.89,35.04,17.78,28.8,Needs Attention
64.92,5.69,1.78,41.49,18.17,33.64,35.1,30.73,86.81,Moderate
90.13,4.97,2.94,28.54,19.11,14.06,17.64,21.07,32.01,Needs Attention
50.82,6.78,1.77,66.52,34.08,57.05,22.63,19.16,87.53,Healthy
38.65,6.87,1.43,38.55,31.8,61.56,27.89,27.42,81.7,Healthy
17.17,7.93,2.08,37.5,31.73,24.76,32.22,36.4,87.89,Moderate
40.82,5.84,0.83,21.06,23.76,30.85,29.85,31.28,78.5,Moderate
70.27,8.3,0.89,20.81,20.85,30.48,30.87,31.54,55.3,Moderate
33.11,6.01,1.14,28.18,11.37,47.97,28.13,31.98,41.81,Moderate
48.55,6.66,1.2,64.13,31.68,43.83,21.51,26.02,72.23,Healthy
51.38,6.32,1.43,58.98,32.31,55.52,22.57,25.58,78.23,Healthy
34.67,7.35,1.44,46.96,41.02,51.19,25.55,25.98,74.83,Healthy
71.28,7.66,1.09,42.8,19.0,24.81,34.2,34.75,81.22,Moderate
6.22,4.69,0.53,19.06,15.39,11.07,17.46,20.2,29.49,Needs Attention
67.32,5.99,2.15,39.83,27.88,16.8,31.77,35.15,54.41,Moderate
7.45,5.12,2.83,11.98,12.96,19.37,36.44,39.94,37.51,Needs Attention
63.7,7.82,0.89,34.72,26.02,27.15,31.81,35.05,94.2,Moderate
93.13,8.38,0.52,17.21,10.34,21.53,14.64,18.17,98.54,Needs Attention
59.09,6.87,1.27,52.49,25.57,48.32,26.15,28.9,77.55,Healthy
53.09,6.19,1.77,47.17,35.68,53.88,22.88,21.18,60.88,Healthy
92.19,8.9,2.64,14.34,16.99,25.68,15.85,18.98,96.71,Needs Attention
50.48,6.82,1.52,58.98,44.46,55.77,24.06,23.49,71.77,Healthy
45.66,7.12,2.17,43.0,39.69,58.67,20.42,22.42,80.58,Healthy
47.57,7.22,1.11,53.97,49.03,49.89,23.79,26.2,73.05,Healthy
4.14,8.36,0.29,15.77,16.15,15.79,12.93,38.73,25.27,Needs Attention
42.0,6.55,1.6,68.39,39.26,57.92,25.77,26.83,71.27,Healthy
81.13,8.64,0.18,16.16,16.94,10.1,38.29,16.7,30.46,Needs Attention
52.81,6.44,1.51,54.54,47.33,61.45,23.73,21.51,81.09,Healthy
87.02,8.41,2.77,24.8,11.34,20.93,16.13,37.82,95.91,Needs Attention
54.19,6.09,1.1,71.32,48.84,56.44,27.32,23.77,86.87,Healthy
83.6,5.81,1.71,39.92,8.53,28.67,34.76,32.67,93.6,Moderate
78.08,7.91,1.73,42.25,29.53,15.43,30.97,33.05,82.74,Moderate
89.87,8.41,2.49,23.0,14.61,15.68,14.79,32.37,96.49,Needs Attention
32.13,4.97,1.98,39.68,20.59,29.0,32.13,31.15,43.18,Moderate
53.75,7.3,1.2,41.3,37.79,45.15,24.44,28.61,74.94,Healthy
21.38,5.61,0.87,11.07,9.32,47.77,31.1,34.6,97.91,Moderate
51.2,6.5,1.33,48.04,35.96,46.75,24.21,24.98,65.55,Healthy
67.1,5.89,1.96,32.16,29.74,16.35,31.09,37.27,96.78,Moderate
52.66,7.99,2.17,39.98,12.36,21.65,25.81,33.66,38.68,Moderate
66.36,8.45,0.73,31.44,26.61,20.35,31.96,31.66,31.39,Moderate
54.47,7.29,0.97,61.92,39.27,49.03,25.32,31.14,74.31,Healthy
42.69,6.66,1.66,47.76,41.67,51.45,22.6,26.12,57.85,Healthy
42.74,6.17,1.35,60.8,43.32,51.71,24.35,25.38,77.71,Healthy
48.03,7.37,1.55,60.19,31.86,35.61,21.43,21.96,72.68,Healthy
66.26,5.63,2.31,33.75,26.85,27.72,27.69,31.56,37.81,Moderate
31.03,7.86,2.17,30.4,15.47,24.98,30.97,36.48,81.5,Moderate
61.76,6.55,1.29,57.48,42.81,50.46,27.12,24.6,73.08,Healthy
44.12,6.97,1.2,39.42,42.43,45.66,24.46,30.85,72.64,Healthy
65.02,7.99,2.13,42.86,34.09,14.71,35.08,34.05,54.46,Moderate
24.47,7.98,1.94,30.63,27.16,35.04,30.81,27.47,41.62,Moderate
86.66,8.36,0.44,18.86,11.26,16.09,15.12,40.15,33.05,Needs Attention
54.52,6.9,1.27,53.44,37.97,52.96,23.87,30.31,63.36,Healthy
27.29,6.86,1.58,50.5,41.24,57.02,21.42,29.53,74.68,Healthy
48.1,6.6,1.37,44.96,51.23,37.77,24.0,30.14,71.73,Healthy
80.51,7.6,2.1,52.13,24.87,29.29,36.46,33.12,49.92,Moderate
72.35,7.74,2.31,36.72,14.79,34.94,31.87,35.98,92.13,Moderate
51.23,7.08,1.31,56.17,45.17,48.79,24.02,30.34,72.21,Healthy
45.36,6.8,1.26,54.7,24.91,48.29,27.06,29.12,71.22,Healthy
88.87,8.74,2.65,19.56,11.51,10.28,15.38,17.83,98.51,Needs Attention
29.99,7.44,2.33,35.88,17.63,22.97,34.15,33.6,78.53,Moderate
52.62,6.15,1.82,63.15,33.08,46.15,20.24,26.06,67.66,Healthy
57.33,6.69,0.88,46.41,45.06,48.79,24.22,28.84,82.19,Healthy
4.04,5.19,0.32,17.0,13.27,16.62,15.98,33.82,95.49,Needs Attention
53.99,6.82,1.62,86.42,41.76,51.04,25.37,23.43,78.79,Healthy
47.41,6.32,1.54,76.65,40.12,61.99,23.97,29.77,70.65,Healthy
35.51,7.86,2.33,47.32,34.62,39.38,32.2,36.0,49.26,Moderate
56.05,6.42,1.28,59.51,47.04,49.71,22.07,29.37,61.95,Healthy
86.27,8.88,0.48,14.42,11.89,17.09,17.36,40.82,36.83,Needs Attention
80.35,4.62,0.42,25.37,12.7,12.52,14.64,18.12,97.9,Needs Attention
31.07,5.39,0.93,22.03,25.32,21.01,30.93,34.1,45.58,Moderate
62.98,5.13,1.02,40.86,26.85,33.13,34.88,31.52,85.18,Moderate
68.82,5.47,2.28,20.13,23.55,24.95,34.14,35.37,76.75,Moderate
46.96,6.81,1.9,52.58,33.35,45.53,29.89,25.62,74.34,Healthy
65.21,7.0,2.33,36.88,18.35,31.75,28.98,35.23,79.12,Moderate
54.96,6.95,1.35,53.82,48.95,46.79,23.15,29.79,71.83,Healthy
45.75,6.66,0.95,62.73,29.05,58.66,27.06,26.79,62.42,Healthy
54.62,6.2,1.75,57.07,29.69,50.12,25.91,23.55,64.9,Healthy
88.22,8.04,0.46,17.94,8.09,12.15,35.58,21.78,95.74,Needs Attention
77.9,5.03,0.19,23.54,13.92,21.14,15.26,18.83,26.21,Needs Attention
56.07,5.71,2.05,45.55,25.73,32.11,29.36,37.13,45.66,Moderate
8.9,5.03,0.28,26.52,11.5,27.38,13.48,22.73,94.39,Needs Attention
54.23,6.7,1.46,70.75,50.66,35.54,26.12,27.68,67.85,Healthy
52.45,6.77,1.78,77.01,36.82,51.93,26.55,27.92,63.44,Healthy
78.24,5.47,0.6,34.56,17.09,21.87,32.13,37.36,80.07,Moderate
39.11,8.09,1.97,34.43,9.32,38.38,31.27,32.81,43.83,Moderate
90.46,5.21,0.1,17.73,10.87,23.86,33.98,40.07,100.0,Needs Attention
51.68,6.92,1.17,40.36,32.69,38.49,20.99,31.71,51.6,Healthy
29.45,5.51,1.97,26.67,20.43,20.37,32.4,33.24,78.81,Moderate
55.93,6.76,1.29,61.6,41.63,47.99,25.47,28.54,78.19,Healthy
75.04,5.7,2.13,48.78,22.59,25.16,30.92,36.22,100.0,Moderate
70.02,5.37,0.8,22.04,31.38,45.07,34.55,36.17,80.67,Moderate
54.14,6.75,1.2,61.79,35.07,49.64,24.6,20.92,68.12,Healthy
38.39,6.79,1.05,36.46,44.9,40.96,25.59,27.51,73.32,Healthy
44.85,7.34,1.46,45.87,33.48,43.04,24.79,24.91,67.54,Healthy
56.16,6.79,1.62,68.59,37.75,51.3,25.73,25.15,72.4,Healthy
12.97,5.04,0.35,23.24,17.85,11.57,15.36,35.01,94.84,Needs Attention
7.52,9.17,2.74,11.94,14.93,22.08,15.07,38.55,29.11,Needs Attention
30.92,8.15,0.72,36.51,23.51,32.35,28.84,31.04,33.97,Moderate
46.05,6.26,1.38,42.61,40.23,56.67,22.87,26.04,73.98,Healthy
59.86,7.04,1.46,55.39,40.0,59.07,24.63,25.0,67.35,Healthy
55.13,7.08,1.51,49.47,30.16,57.51,26.29,23.65,60.74,Healthy
20.99,7.86,1.12,14.36,24.04,47.97,31.54,33.99,48.53,Moderate
38.06,5.85,2.17,26.6,33.18,34.8,31.25,32.02,87.51,Moderate
51.79,7.47,1.27,52.14,31.51,63.84,26.82,25.66,66.61,Healthy
66.58,5.64,0.84,42.4,29.31,33.47,33.71,39.06,95.53,Moderate
84.86,8.25,0.27,14.05,11.09,21.6,33.68,16.39,34.45,Needs Attention
68.53,5.21,2.52,42.5,22.16,51.5,30.56,33.78,85.17,Moderate
68.36,8.05,2.01,40.83,14.47,39.41,31.14,36.19,87.58,Moderate
27.48,5.64,1.07,38.63,20.26,36.69,32.24,37.33,54.27,Moderate
90.09,8.01,2.71,11.19,16.21,28.77,12.56,38.75,21.78,Needs Attention
31.81,5.5,2.7,47.43,19.36,24.77,28.02,39.39,96.73,Moderate
58.45,7.05,1.06,56.14,42.03,44.65,20.35,23.14,85.5,Healthy
34.04,8.08,0.82,39.04,23.44,29.01,31.84,32.65,91.9,Moderate
35.66,8.14,2.74,24.21,22.79,28.71,31.19,32.86,53.32,Moderate
75.1,7.5,1.88,37.73,23.58,46.54,31.36,36.38,46.06,Moderate
60.21,6.23,1.46,58.62,33.75,56.38,28.15,29.68,84.12,Healthy
46.95,6.71,1.49,80.18,40.07,62.94,23.0,26.22,72.11,Healthy
66.32,5.96,0.58,32.17,12.22,24.15,35.39,31.28,100.0,Moderate
60.35,6.08,1.55,56.96,38.37,52.31,22.37,28.34,72.55,Healthy
40.42,6.37,1.91,50.93,40.8,49.56,24.98,27.21,60.7,Healthy
33.33,5.73,2.32,37.63,24.37,24.21,36.98,31.28,86.4,Moderate
88.79,8.4,2.72,16.5,9.99,16.78,34.81,15.15,95.82,Needs Attention
49.34,6.83,1.3,56.69,44.2,60.85,21.51,24.62,78.78,Healthy
50.36,5.89,1.68,62.5,42.27,39.54,29.45,31.56,74.65,Healthy
87.28,4.91,0.49,12.79,4.75,24.1,14.11,17.78,27.15,Needs Attention
26.51,7.61,0.74,26.63,25.76,23.82,31.18,34.27,41.56,Moderate
66.28,6.31,1.58,45.78,52.51,54.93,22.78,22.5,68.85,Healthy
21.68,5.04,2.81,15.66,15.62,13.73,10.83,19.63,96.17,Needs Attention
87.5,8.32,0.53,28.87,14.03,16.6,37.88,40.6,23.57,Needs Attention
40.81,6.95,1.27,51.14,47.08,42.05,26.71,27.3,57.17,Healthy
50.26,6.66,0.92,38.53,53.18,46.14,26.91,22.19,62.58,Healthy
37.39,8.28,1.06,24.74,34.17,32.76,25.13,38.15,85.23,Moderate
23.35,8.1,2.18,20.88,38.28,31.57,33.25,32.65,58.39,Moderate
45.23,6.93,1.74,36.36,40.7,47.13,19.69,22.99,66.89,Healthy
59.66,7.08,1.52,63.96,40.79,40.95,22.24,25.18,84.61,Healthy
51.97,6.8,1.6,53.04,35.21,61.31,24.51,25.29,70.4,Healthy
40.55,7.34,1.34,46.33,39.62,64.64,22.59,26.87,55.31,Healthy
61.78,6.53,1.18,61.74,41.16,53.43,27.04,27.32,74.82,Healthy
51.33,6.39,1.27,57.75,37.08,60.21,23.45,29.66,68.74,Healthy
37.26,6.77,1.55,43.7,46.22,58.01,23.13,26.48,54.45,Healthy
65.35,6.92,1.59,55.61,39.14,50.79,23.58,27.38,77.62,Healthy
40.34,7.06,1.59,67.8,37.64,50.09,20.75,23.91,80.54,Healthy
79.28,5.36,0.82,33.43,19.21,22.6,32.09,33.12,45.66,Moderate
50.8,6.51,2.02,44.55,43.93,46.17,24.15,31.97,73.01,Healthy
32.19,7.95,1.05,30.76,23.59,26.03,29.66,34.43,93.6,Moderate
20.53,5.7,0.49,39.47,10.63,26.05,31.8,35.12,55.98,Moderate
41.74,6.28,1.58,31.33,47.86,60.14,23.36,29.75,62.17,Healthy
39.6,7.01,1.48,65.12,40.09,56.64,19.92,24.32,78.66,Healthy
59.89,7.36,1.79,72.66,39.67,39.11,30.71,27.19,83.06,Healthy
57.26,6.41,1.36,74.44,24.55,47.48,21.82,26.41,68.09,Healthy
39.5,6.9,1.68,52.99,32.25,47.26,22.09,26.7,72.92,Healthy
33.16,7.66,1.87,30.44,28.73,38.85,33.92,36.4,40.5,Moderate
38.59,6.57,1.43,59.96,23.12,39.43,24.46,30.04,68.23,Healthy
51.02,6.24,1.38,61.74,53.23,41.11,26.48,23.77,60.56,Healthy
49.53,6.75,1.27,47.37,46.37,39.29,22.95,25.05,75.82,Healthy
45.68,6.91,1.08,50.01,30.26,52.16,24.35,30.62,71.11,Healthy
52.58,7.12,1.44,58.52,43.6,50.98,21.12,25.77,69.67,Healthy
44.5,6.42,1.55,70.03,38.42,62.3,23.07,26.7,88.06,Healthy
29.13,6.81,1.99,61.2,63.71,50.47,25.05,26.69,72.54,Healthy
39.55,6.81,1.59,37.34,37.43,68.18,23.96,31.47,77.84,Healthy
29.94,7.46,2.57,27.47,19.04,24.6,33.03,34.7,41.24,Moderate
81.14,6.03,1.98,53.62,14.4,27.51,27.25,31.89,83.31,Moderate
34.91,6.12,1.99,43.78,19.82,24.69,34.23,37.62,37.97,Moderate
33.56,5.52,1.2,18.55,23.35,35.02,26.22,31.27,50.83,Moderate
50.85,6.47,1.39,42.74,38.52,52.01,29.02,31.05,62.69,Healthy
86.11,4.54,2.61,11.98,14.53,16.27,35.5,20.86,29.86,Needs Attention
35.44,7.71,1.17,31.85,21.84,22.79,36.66,34.39,45.21,Moderate
18.09,6.02,2.28,27.34,36.94,46.77,30.73,39.85,83.48,Moderate
42.06,6.36,1.7,37.64,41.24,66.31,26.28,29.12,71.55,Healthy
35.8,7.08,1.45,57.06,41.18,37.54,27.31,25.71,64.49,Healthy
57.4,6.99,1.34,63.92,42.63,51.67,27.37,25.02,72.47,Healthy
72.0,7.7,0.61,46.92,27.82,23.08,35.01,31.23,90.33,Moderate
25.71,5.78,1.84,27.84,16.74,38.48,34.53,31.38,49.56,Moderate
42.33,7.45,1.59,48.8,50.84,40.84,24.52,27.35,68.31,Healthy
92.15,4.93,2.83,13.64,15.16,25.05,15.78,17.0,100.0,Needs Attention
47.89,6.87,1.57,52.78,55.07,56.22,25.83,32.28,67.96,Healthy
52.05,6.41,1.3,58.5,41.34,56.83,23.04,28.04,80.55,Healthy
74.21,7.64,1.89,35.15,20.3,31.37,29.53,35.09,38.2,Moderate
59.28,6.82,1.43,59.58,29.67,55.38,26.62,29.97,59.83,Healthy
50.73,7.16,0.97,77.45,42.73,49.32,26.76,27.43,61.67,Healthy
58.55,6.83,1.46,51.64,35.44,46.77,25.06,25.54,55.59,Healthy
56.34,6.37,1.46,62.57,35.65,54.32,21.1,28.18,85.01,Healthy
29.05,5.09,1.95,22.22,32.99,37.79,34.56,35.26,51.18,Moderate
45.2,6.94,1.3,45.87,40.42,63.1,25.78,30.02,80.27,Healthy
52.07,7.16,1.0,45.45,39.44,28.79,23.97,29.54,75.57,Healthy
58.62,6.98,1.04,59.69,31.0,47.49,23.75,29.56,72.75,Healthy
37.81,6.63,1.28,57.22,40.39,52.91,23.04,23.44,59.02,Healthy
57.49,5.39,2.04,38.06,21.89,39.91,33.36,31.4,81.97,Moderate
41.12,7.8,2.38,26.33,28.85,26.36,31.6,38.11,50.05,Moderate
35.67,6.41,1.44,51.89,49.01,64.97,21.7,27.18,86.24,Healthy
51.49,6.21,1.31,68.09,34.27,60.15,18.67,25.32,70.46,Healthy
22.35,8.24,0.45,17.34,9.84,15.72,35.16,21.58,95.64,Needs Attention
11.16,4.89,2.74,22.68,11.6,21.77,32.03,36.49,32.47,Needs Attention
58.71,8.1,2.24,22.45,24.04,37.69,28.1,34.63,78.66,Moderate
59.08,6.67,1.56,60.09,28.22,59.45,27.98,29.07,67.47,Healthy
55.56,6.48,1.23,54.07,47.94,54.15,24.25,22.7,61.72,Healthy
50.86,6.49,1.39,59.27,39.58,41.88,25.59,22.3,72.77,Healthy
82.26,8.78,2.83,16.57,3.22,17.15,11.67,37.28,99.72,Needs Attention
63.72,5.56,0.86,38.4,26.55,33.7,35.02,34.12,51.11,Moderate
83.4,8.07,0.36,13.54,12.54,33.43,19.19,16.98,100.0,Needs Attention
43.58,7.58,2.24,26.03,21.05,25.29,31.0,30.49,53.43,Moderate
48.46,6.3,1.39,72.82,37.43,38.34,22.8,22.17,60.34,Healthy
91.08,5.19,2.76,21.97,14.28,26.48,17.87,16.66,31.26,Needs Attention
24.43,6.22,2.51,32.41,30.33,34.26,33.39,30.41,95.49,Moderate
56.52,7.21,1.3,58.3,31.15,50.71,28.36,30.24,73.22,Healthy
38.91,7.48,1.66,52.5,30.9,61.49,21.95,29.4,81.62,Healthy
46.65,6.96,1.83,44.29,30.4,52.17,27.23,28.33,82.62,Healthy
94.91,4.75,0.48,22.51,12.47,11.49,15.13,20.67,30.4,Needs Attention
40.21,6.92,1.91,50.62,38.17,35.94,24.21,27.48,89.76,Healthy
14.76,5.0,0.44,19.69,8.79,22.86,15.84,37.83,94.2,Needs Attention
31.44,8.25,1.0,35.43,25.67,34.67,29.68,34.93,53.09,Moderate
73.55,5.26,1.15,26.49,24.33,35.63,32.4,34.74,88.97,Moderate
26.03,6.02,0.77,25.3,11.71,32.79,36.03,34.51,89.58,Moderate
82.6,8.63,2.72,17.46,6.58,33.55,35.6,19.57,96.28,Needs Attention
10.25,5.23,2.81,20.3,15.79,18.93,13.96,37.02,96.43,Needs Attention
49.3,7.03,1.62,50.27,32.68,58.55,23.74,29.81,70.4,Healthy
87.34,8.26,0.47,12.82,11.1,16.91,36.33,18.33,93.0,Needs Attention
38.85,7.31,1.52,55.75,46.06,56.71,25.19,29.05,73.21,Healthy
78.51,8.31,1.95,28.88,21.48,31.37,30.15,31.52,76.03,Moderate
45.25,7.17,1.78,68.5,38.56,77.47,24.88,27.72,71.8,Healthy
6.82,5.0,0.47,19.95,14.69,16.86,18.3,41.24,32.76,Needs Attention
50.04,6.7,1.37,50.85,32.05,53.11,27.5,29.44,75.49,Healthy
30.89,8.18,2.25,27.77,20.72,40.47,30.24,31.43,37.09,Moderate
63.15,7.02,1.44,70.06,40.38,49.34,22.98,27.29,81.05,Healthy
34.84,5.59,0.86,34.99,19.88,22.78,36.23,37.5,84.22,Moderate
55.29,7.06,1.69,54.72,45.07,48.2,25.99,30.68,85.98,Healthy
84.22,5.95,2.06,46.39,23.11,30.64,28.96,33.0,43.26,Moderate
50.69,7.09,1.54,66.29,23.28,39.66,23.59,30.24,88.92,Healthy
42.15,6.5,1.16,58.87,40.73,63.42,26.67,25.79,70.26,Healthy
52.09,6.6,1.38,64.39,72.7,63.67,25.12,28.45,76.27,Healthy
35.12,7.23,1.68,71.17,42.76,68.49,20.91,31.11,99.37,Healthy
22.53,5.97,0.96,43.07,25.08,28.96,32.34,33.71,45.56,Moderate
84.83,8.66,2.65,15.35,4.34,9.28,37.99,40.04,31.13,Needs Attention
17.01,4.93,2.6,13.28,14.76,17.7,15.4,19.9,34.42,Needs Attention
86.37,8.5,2.91,13.4,2.16,24.17,35.42,38.72,28.73,Needs Attention
59.54,7.92,2.4,31.99,23.13,36.71,33.87,38.2,53.73,Moderate
56.38,6.72,1.22,56.45,48.9,70.93,21.45,31.91,68.7,Healthy
31.54,5.86,1.73,28.45,27.55,21.99,29.14,33.5,93.11,Moderate
77.49,7.56,2.24,41.95,25.29,33.86,33.95,33.73,48.17,Moderate
81.77,4.94,2.89,13.19,16.36,24.99,19.52,33.27,95.02,Needs Attention
48.1,6.55,1.5,61.7,39.38,50.76,27.16,27.9,72.37,Healthy
74.14,7.91,2.26,35.74,24.25,26.34,34.48,31.71,53.53,Moderate
19.72,7.57,2.39,28.52,14.74,32.06,29.74,31.9,92.37,Moderate
49.6,7.0,1.44,57.96,35.9,58.65,25.42,21.49,55.97,Healthy
57.8,6.72,1.4,54.2,31.58,60.91,27.53,23.36,86.58,Healthy
58.01,7.01,1.13,65.67,50.94,59.06,18.47,27.79,84.45,Healthy
45.31,7.06,1.23,48.0,38.99,51.83,23.16,32.53,74.58,Healthy
61.83,6.43,1.6,65.82,60.92,44.58,28.08,27.05,60.83,Healthy
21.68,5.97,2.04,40.06,31.21,30.45,33.39,36.18,79.91,Moderate
61.67,7.2,1.68,40.89,29.93,63.21,25.29,24.67,68.9,Healthy
40.89,6.7,1.52,47.32,33.88,50.53,27.46,27.68,66.85,Healthy
42.99,6.82,1.42,43.64,48.8,42.9,20.97,25.21,63.97,Healthy
22.68,5.55,1.14,36.66,30.17,19.17,30.92,35.78,38.97,Moderate
59.27,6.76,1.06,40.17,31.07,39.61,19.38,23.7,63.73,Healthy
46.3,7.34,1.38,56.32,44.07,49.63,25.5,27.84,73.1,Healthy
43.62,6.96,1.67,57.79,41.61,55.7,26.2,26.4,63.15,Healthy
59.45,7.22,1.65,45.18,33.54,69.4,23.65,21.31,77.46,Healthy
61.62,7.09,0.99,59.54,33.46,55.67,22.5,25.38,80.67,Healthy
28.0,5.19,2.45,47.62,14.43,31.55,28.06,31.56,41.37,Moderate
0.03,5.46,2.98,18.33,10.32,14.17,33.42,34.83,30.85,Needs Attention
48.24,6.55,1.01,46.7,33.02,54.81,24.23,23.92,46.97,Healthy
58.62,5.68,2.21,33.3,20.58,36.18,28.32,35.63,43.62,Moderate
52.74,6.8,1.71,58.27,44.83,39.93,27.99,24.67,80.13,Healthy
57.76,6.6,1.54,56.75,40.36,52.93,23.39,23.31,78.9,Healthy
27.18,5.69,1.86,33.55,10.0,27.72,32.66,30.05,47.03,Moderate
